"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN14GA135","ACC","88789","2014-01-31T15:17:00Z","Oden","Arkansas","United States",,"N4957U","21058657","false","Aviation","DirectorBrief","2015-12-14T05:00:00Z","2015-11-10T20:57:00Z","Fatal","1","0","0","The pilot’s improper decision to fly into an area with reported marginal meteorological conditions in an airplane not maintained for instrument flight and his subsequent failure to maintain clearance from trees and terrain.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low ceiling - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Aircraft - Aircraft systems - Navigation system - (general) - Not specified, Organizational issues - Management - Culture - Standard operating practices - Operator, Personnel issues - Physical - Health/Fitness - Use of medication/drugs - Pilot",,"34.619998000000002","-93.776390000000006","CESSNA","210E","AIR",,,"false","1","REC",,"PUBS","091","Substantial","IMC","STATE OF ARKANSAS FORESTRY COMMISSION","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88789","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88789/pdf"
"CEN14LA127","ACC","88754","2014-01-31T15:12:00Z","Springfield","Illinois","United States",,"N700FE","1232","false","Aviation","DirectorBrief","2018-11-15T05:00:00Z","2018-09-25T20:48:00Z","None","0","0","0","The pilot's decision to reengage the hydraulic system following the successful extension of the landing gear using the emergency extension procedures. Contributing to the accident was the failure of the directional control valve in the gear-up position and the release of the gear down locks for undetermined reasons.","Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, main system - Incorrect use/operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Failure",,"39.844164999999997","-89.678054000000003","PIAGGIO","P180 - AVANTI II","AIR","SPI","Abraham Lincoln Capital","false","2","TP",,"BUS","091","Substantial","IMC","Mountain Aviation, Inc.","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88754","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88754/pdf"
"DCA14CA051","ACC","88755","2014-01-31T10:30:00Z","Atlanta","Georgia","United States",,"N921DL","49645","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","2015-09-02T12:12:00Z","None","0","0","0","Inattention by ground crew personnel which resulted in the airplane being substantially damaged.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Airport personnel",,"33.636943000000002","-84.428054000000003","MCDONNELL DOUGLAS AIRCRAFT CO","MD 88","AIR","ATL","HARTSFIELD - ATLANTA INTL","false","2","TF","SCHD",,"121","Substantial","VMC","Delta Airlines, Inc.","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88755","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88755/pdf"
"ERA14LA108","ACC","88738","2014-01-29T17:15:00Z","Memphis","Tennessee","United States",,"N24RB","057","false","Aviation","DirectorBrief","2015-04-27T04:00:00Z","2015-03-30T20:09:00Z","None","0","0","0","A skid tube clamp weld failure due to high residual stress, which resulted in a skid collapse during landing. Contributing to the accident was the airplane manufacturer’s lack of adequate guidance for periodically inspecting the skid tube clamp.","Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Fatigue/wear/corrosion, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not installed/available, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Manufacturer",,"35.200552999999999","-90.053886000000006","ENSTROM","F 28A","HELI","M01","GENERAL DEWITT SPAIN","false","1","REC",,"INST","091","Substantial","VMC","HELICOPTERS INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88738","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88738/pdf"
"CEN14TA126","ACC","88739","2014-01-29T16:32:00Z","Fort Carson","Colorado","United States",,"N959DA","C0469","false","Aviation","DirectorBrief","2014-09-24T04:00:00Z","2014-05-12T20:57:00Z","Minor","0","0","2","The flight instructor's loss of control after takeoff following a wake turbulence encounter from a preceding helicopter. Contributing to the accident were the flight instructor's misidentification of the helicopter type and a lack of Federal Aviation Administration wake turbulence separation criteria for a small airplane following a helicopter.","Environmental issues - Conditions/weather/phenomena - Turbulence - Wake turbulence - Decision related to condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Attain/maintain not possible, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - FAA/Regulator, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",,"38.678610999999997","-104.754997","DIAMOND AIRCRAFT IND INC","DA20-C1","AIR","KFCS","Butts Army Airfield","false","1","REC",,"PUBF","091","Substantial","VMC","DOSS AVIATION INC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88739","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88739/pdf"
"ERA14WA114","ACC","88770","2014-01-29T15:40:00Z","Cachoeira do Sul",,"Brazil",,"PP-DFW","10191","false","Aviation","","2020-11-03T05:00:00Z","2014-03-04T15:48:00Z","Fatal","2","0","0",,,,,,"CESSNA","140","AIR","SSKS","Cachoeira do Sul","false",,,,"INST","NUSN","Substantial","Unknown","Aero Agricola Santos Dumont Ltda","Approach","N/A",,"Final","https://data.ntsb.gov/Docket?ProjectID=88770","None"
"CEN14CA125","ACC","88732","2014-01-28T17:30:00Z","Aurora","Colorado","United States",,"N8133M","310I0133","false","Aviation","DirectorBrief","2015-02-11T05:00:00Z","2015-01-21T21:01:00Z","None","0","0","0","Loss of engine power due to fuel exhaustion and the pilot's inadequate preflight inspection.","Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Aircraft - Aircraft systems - Fuel system - (general) - Incorrect use/operation",,"39.340000000000003","-104.41999800000001","CESSNA","310I","AIR",,,"false","2","REC",,"PERS","091","Substantial","VMC","FLYING FOOLS LLC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88732","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88732/pdf"
"WPR14LA105","ACC","88731","2014-01-28T17:15:00Z","Camarillo","California","United States",,"N5977Y","27-3148","false","Aviation","DirectorBrief","2015-06-01T04:00:00Z","2015-04-28T11:28:00Z","None","0","0","0","The inadequate hydraulic pressure due to a damaged O-ring in the hydraulic powerpack, which prevented the right main landing gear (MLG) downlock from locking in the extended positon and allowed the right MLG to collapse during landing.","Aircraft - Aircraft systems - Hydraulic power system - Hydraulic, main system - Failure",,"34.213889999999999","-119.089996","PIPER","PA 23-250","AIR","CMA","CAMARILLO","false","2","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88731","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88731/pdf"
"ERA14LA107","ACC","88736","2014-01-28T14:45:00Z","West Palm Beach","Florida","United States",,"N16389","34-7350138","false","Aviation","DirectorBrief","2015-05-13T04:00:00Z","2015-04-02T17:09:00Z","None","0","0","0","The pilot/owner’s failure to maintain the airplane in accordance with a mandatory service bulletin and an airworthiness directive, which resulted in the nose landing gear collapse during landing.","Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not serviced/maintained, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not inspected, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Owner/builder, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Failure, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Failure, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Incorrect service/maintenance, Personnel issues - Task performance - Record-keeping - Aircraft/maintenance logs - Pilot",,"26.683055","-80.095557999999997","PIPER","PA-34-200","AIR","PBI","PALM BEACH INTL","false","2","REC",,"PERS","091","Substantial","VMC","Richard Roberts","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88736","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88736/pdf"
"CEN14FA122","ACC","88720","2014-01-27T13:18:00Z","Silt","Colorado","United States",,"N207DS","51546","false","Aviation","DirectorBrief","2015-09-08T04:00:00Z","2015-05-28T19:54:00Z","Fatal","3","0","0","The pilot’s inadequate preflight planning for a low-level aerial surveillance flight of power transmission lines, which led to his being unaware of the crossing power line while flying toward the sun and his subsequent failure to maintain sufficient clearance from the wire.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel",,"39.521388999999999","-107.66083500000001","BELL","206L 3","HELI",,,"false","1","TS","NSCH",,"135","Destroyed","VMC","DELTA BRAVO SIERRA INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88720","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88720/pdf"
