"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA12WA032","ACC","82810","2012-01-31T21:00:00Z","Tel Aviv",,"Israel",,"4X-ELF",,"false","Aviation","","2020-11-03T05:00:00Z",,"None","0","0","0",,,,,,"BOEING","747",,,,"false",,,"SCHD",,"NUSC","Substantial",,"EL AL ISRAEL AIRLINES LTD",,"N/A",,"Final","","None"
"CEN12LA146","ACC","82789","2012-01-31T13:42:00Z","Sheridan","Arkansas","United States",,"N2677A","22-935","false","Aviation","DirectorBrief","2013-02-14T05:00:00Z","2013-01-02T21:15:00Z","Serious","0","1","1","The passenger’s interference with the flight controls during the initial climb, which resulted in a loss of control and impact with terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Attain/maintain not possible, Personnel issues - Action/decision - Action - Incorrect action performance - Passenger",,"34.323889999999999","-92.349997999999999","PIPER","PA-22-135","AIR","9M8","Sheridan Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82789","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82789/pdf"
"ERA12IA166","INC","82778","2012-01-30T20:43:00Z","Baltimore","Maryland","United States",,"N272CB","262","false","Aviation","DirectorBrief","2012-10-04T04:00:00Z","2012-04-20T13:41:00Z","None","0","0","0","The pilot-in-command's failure to obtain the proper touchdown point or landing reference speed and failure to initiate a go-around when it became evident that the airplane was landing long and fast. Contributing to the incident was a lack of effective flight crew coordination and communication.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Lack of action - Pilot, Personnel issues - Task performance - Communication (personnel) - (general) - Flight crew",,"39.175277000000001","-76.668334000000002","GULFSTREAM","G150","AIR","BWI","Baltimore/Washington Internati","false","2","TF",,"POSI","091","Minor","VMC","CHATTEM INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82778","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82778/pdf"
"WPR12CA086","ACC","82774","2012-01-30T12:29:00Z","Cascade","Idaho","United States",,"N3242D","32040","false","Aviation","DirectorBrief","2012-04-02T04:00:00Z","2012-03-02T18:06:00Z","None","0","0","0","The pilot's inadequate compensation for a wind gust during landing, which resulted in a runway excursion. Contributing to the accident was a windsock partially sheltered by trees that provided inaccurate wind information.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Operating environment - Meteorological services - Other weather service - Accuracy of related info, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Snowy/icy terrain - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome",,"44.492221000000001","-116.014724","CESSNA","180","AIR","U70","Cascade","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82774","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82774/pdf"
"WPR12LA085","ACC","82772","2012-01-30T10:30:00Z","San Diego","California","United States",,"N746R","28R-7535075","false","Aviation","DirectorBrief","2013-06-19T04:00:00Z","2013-04-23T15:56:00Z","Fatal","1","0","0","The pilot's failure to turn the magneto switch to the off position before moving the propeller to start the engine by hand.","Aircraft - Aircraft power plant - Ignition system - Switching - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"32.82611","-116.972221","PIPER","PA-28R-200","AIR","SEE","Gillespie Field Airport","false","1","REC",,"PERS","091","None","VMC","WOODARD GORDON","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82772","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82772/pdf"
"ERA12CA167","ACC","82784","2012-01-29T16:24:00Z","Sarasota","Florida","United States",,"N133LS","217","false","Aviation","DirectorBrief","2012-06-28T04:00:00Z","2012-05-23T12:59:00Z","None","0","0","0","The student pilot’s loss of directional control during the landing roll.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"27.390556","-82.552779999999998","REMOS AIRCRAFT GMBH","G-3/600","AIR","SRQ","Sarasota/Bradenton Intl","false","1","REC",,"INST","091","Substantial","VMC","OARS PLY THE SKY LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82784","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82784/pdf"
"ERA12FA163","ACC","82760","2012-01-29T14:42:00Z","Thomasville","Pennsylvania","United States",,"N1352T","28-7205287","false","Aviation","DirectorBrief","2013-03-13T04:00:00Z","2013-01-28T20:36:00Z","Fatal","1","0","0","The pilot's failure to maintain airspeed during an approach in gusty crosswind conditions, which resulted in an inadvertent aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on equipment",,"39.925277000000001","-76.876388000000006","PIPER","PA-28-180","AIR","THV","York","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82760","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82760/pdf"
"ERA12IA169","INC","82801","2012-01-28T19:05:00Z","Jackson","Mississippi","United States",,"N427CP","172S8689","false","Aviation","DirectorBrief","2013-04-25T04:00:00Z","2013-03-12T16:49:00Z","None","0","0","0","The separation of the propeller blade tip due to fatigue cracking that initiated at the blade’s leading edge.","Aircraft - Aircraft propeller/rotor - Propeller system - Propeller blade section - Failure",,"32.311110999999997","-90.075835999999995","CESSNA","172S","AIR","JAN","Jackson-Evers Int'l","false","1","REC",,"OWRK","091","None","VMC","CIVIL AIR PATROL INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82801","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82801/pdf"
"CEN12WA145","ACC","82780","2012-01-28T17:32:00Z","Norfolk",,"United Kingdom",,"G-BHPK","12161","false","Aviation","",,,"Fatal","1","0","0",,,,,,"PIPER AIRCRAFT CORPORATION","PIPER J3C-65","AIR",,,"false","1","REC",,"PERS","NUSN","None",,,,"N/A",,,"","None"
"ERA12LA165","ACC","82776","2012-01-28T16:30:00Z","Palm Beach","Florida","United States",,"N30DC","31-7401267","false","Aviation","DirectorBrief","2014-03-24T04:00:00Z","2014-02-03T21:23:00Z","None","0","0","0","The pilot’s in-flight misjudgment of fuel remaining resulting in fuel exhaustion and a total loss of engine power. Contributing to the accident was an inadequate fuel quantity for the flight for reasons that could not be determined during postaccident investigation.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"26.770555000000002","-80.035278000000005","PIPER","PA-31-310","AIR",,,"false","2","REC",,"PERS","091","Substantial","VMC","SECURE AVIATION INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82776","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82776/pdf"
"ERA12LA164","ACC","82762","2012-01-28T16:08:00Z","Clearwater","Florida","United States",,"N761HW","21062279","false","Aviation","DirectorBrief","2013-10-29T04:00:00Z","2013-08-08T18:48:00Z","Minor","0","0","1","The total loss of engine power due to fuel starvation for reasons that could not be determined because postaccident testing of the engine did not reveal any malfunctions or failures that would preclude normal operation. Contributing to the accident was the pilot’s improper in-flight fuel management following the loss of engine power.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft power plant - Engine fuel and control - (general) - Incorrect use/operation",,"27.908611000000001","-82.719443999999996","CESSNA","T210M","AIR","PIE","St. Petersburg-Clearwater Intl","false","1","REC",,"PERS","091","Substantial","VMC","PINNACLE SALES LLC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=82762","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/82762/pdf"
